COUNTY_FIPS,Countyname,ST_Name,GiZscore,GiPvalue,Gi_Bin,REL_RISK,RISK_BIN,Total_POP,Cases,Incidence,CivNonPop,PerDisable,PD_White,PD_Black,PD_Native,PD_Asian,PD_OthRac,PD_NHwhite,PD_Hispani,PD_NHoth,PDisBpov,PDisApov,PD_age5to17,PDage18to34,PDage35to64,PDage65to74,PDage75,PD_Male,PD_Female,ZPerDisable,ZPD_White,ZPD_Black,ZPD_Native,ZPD_Asian,ZPD_OthRac,ZPD_NHwhite,ZPD_Hispani,ZPD_NHoth,ZPDisBpov,ZPDisApov,ZPD_age5to17,ZPDage18to34,ZPDage35to64,ZPDage65to74,ZPDage75,ZPD_Male,ZPD_Female
1025,Clarke,Alabama,3.302,0.001,3,0,1,23920,473,1977.42,24098,17.051,9.308,7.656,0,0.05,0.037,9.2746,0.0332,7.7434,5.102,12.045,1.013,1.635,6.764,2.664,4.976,7.4156,9.6357,0.249163549,-0.91593666,2.324872009,-0.301259163,-0.227950338,-0.784738288,-0.740586957,-0.443719808,2.040817619,0.828995783,-0.142611821,-0.041136309,0.104869469,0.181304626,-0.369691325,0.931268001,-0.270762742,0.769036082
1027,Clay,Alabama,0.7947,0.4268,0,0,1,13275,194,1461.39,13128,15.296,12.736,2.255,0.168,0,0.137,12.7361,0.0457,2.5137,3.581,11.748,1.074,0.746,5.728,4.456,3.291,8.3486,6.947,-0.149448143,-0.175683291,0.291593614,-0.123328305,-0.509258766,-0.631479878,-0.020726817,-0.437895621,0.138585469,0.007165874,-0.239610562,0.086031551,-1.218535748,-0.26865729,1.181058132,-0.48278004,0.12256888,-0.419589318
1029,Cleburne,Alabama,0.6294,0.5291,0,0,1,14987,111,740.64,14760,22.568,21.524,0.874,0.095,0,0.075,21.3618,0.1626,1.0434,3.894,18.768,1.118,1.999,10.42,4.309,4.675,11.2466,11.3211,1.502235174,1.722025754,-0.228302232,-0.200643499,-0.509258766,-0.726500092,1.773090202,-0.383427829,-0.396216132,0.17628669,2.05308694,0.177759187,0.646736173,1.76920112,1.053848216,0.678669508,1.344299896,1.514120788
1031,Coffee,Alabama,1.4689,0.1419,0,0,1,51909,689,1327.32,49581,17.725,13.777,2.943,0.319,0.266,0.42,13.2168,0.6252,3.8825,3.24,14.51,1.495,1.999,7.061,3.275,3.85,9.1224,8.6021,0.402248608,0.049113604,0.550600379,0.036597644,0.987302072,-0.197758577,0.079240472,-0.167886336,0.636467827,-0.177083961,0.662445065,0.963698252,0.646736173,0.3102995,0.159051933,-0.013668553,0.448785395,0.312100309
1033,Colbert,Alabama,1.9175,0.0552,1,0,1,54762,1041,1900.95,54038,18.665,14.869,3.029,0.117,0.061,0.588,14.7988,0.2961,3.5697,4.501,14.196,0.886,1.751,7.941,3.731,4.356,8.5273,10.1373,0.615750027,0.284923604,0.582976224,-0.17734303,-0.166062484,0.059715552,0.408236208,-0.321225518,0.522691087,0.504262203,0.559894208,-0.305895622,0.277552265,0.692506534,0.553662286,0.410965458,0.197904743,0.990784325
1035,Conecuh,Alabama,3.595,0.0003,3,0,1,12277,358,2916.02,12469,22.833,11.701,10.811,0.144,0,0.176,11.5246,0.1764,11.1316,5.993,17.002,0.954,3.168,8.734,4.547,5.357,11.8293,11.0033,1.562424404,-0.399184527,3.512613786,-0.148746999,-0.509258766,-0.571709098,-0.272672666,-0.376997927,3.273229225,1.31042277,1.476320018,-0.16413473,2.386961931,1.03692719,1.259807128,1.251002306,1.589952989,1.373627184
1037,Coosa,Alabama,1.2381,0.2157,0,0,1,10715,89,830.61,10465,22.59,13.97,8.543,0.076,0,0,13.9417,0.0287,8.6192,5.53,17.088,1.5,1.28,9.317,4.892,5.6,11.9159,10.6737,1.507232016,0.090790646,2.658794975,-0.220766632,-0.509258766,-0.8414439,0.229992058,-0.445816515,2.359377942,1.06025364,1.504407196,0.974121847,-0.423599431,1.29013935,1.558361014,1.454927335,1.626461584,1.227917015
1039,Covington,Alabama,3.1647,0.0016,3,0,1,36986,680,1838.53,36786,20.94,17.523,2.852,0.06,0,0.506,17.4088,0.1577,3.3736,5.74,15.23,1.835,1.468,8.549,4.105,4.983,10.5176,10.4224,1.132468887,0.858036918,0.516342216,-0.237712428,-0.509258766,-0.065956345,0.951016785,-0.38571091,0.451362383,1.17372128,0.897593527,1.672502714,-0.14373421,0.956576848,0.877312005,0.937142385,1.036970044,1.116821853
1041,Crenshaw,Alabama,4.6063,0,3,0,1,13824,276,1996.53,13656,21.148,14.807,5.338,0.293,0.351,0.359,14.6456,0.1831,6.3196,4.973,16.241,0.974,1.787,10.706,3.559,4.123,9.3585,11.7897,1.179711754,0.271535124,1.452230032,0.009060726,1.465526401,-0.291246207,0.376376444,-0.373876163,1.52292976,0.759294232,1.227781158,-0.12244035,0.331143477,1.893418406,0.40481803,0.215432405,0.548319795,1.721280331
1043,Cullman,Alabama,2.0175,0.0436,2,0,1,83442,1075,1288.32,81446,17.57,16.928,0.151,0.065,0.005,0.421,16.7362,0.2443,0.5893,3.778,13.849,0.776,1.816,7.395,3.734,3.708,8.5664,9.0035,0.367043587,0.729550701,-0.500485213,-0.232416867,-0.481127924,-0.196225993,0.811141606,-0.345360946,-0.561388823,0.113609327,0.446565713,-0.535214713,0.374314176,0.455364443,0.556258407,-0.13283462,0.214388416,0.489551953
1045,Dale,Alabama,1.3407,0.18,0,0,1,48956,749,1529.95,46406,21.346,16.037,4.265,0.319,0.183,0.543,15.7027,0.5086,5.1351,4.769,16.648,1.657,2.437,8.773,4.536,3.933,10.0569,11.2895,1.22468333,0.537145289,1.048284889,0.036597644,0.520330081,-0.009250733,0.596212976,-0.222214347,1.092084017,0.649068524,1.360705358,1.301422731,1.29876259,1.053865911,1.250288019,0.055984852,0.842749382,1.500151002
1047,Dallas,Alabama,6.097,0,3,0,1,38310,1259,3286.35,39749,17.764,5.112,12.468,0,0.015,0.169,5.1121,0.0981,12.5538,6.406,11.503,0.941,2.164,8.063,3.089,3.507,8.448,9.316,0.411106646,-1.822034425,4.136413509,-0.301259163,-0.424866238,-0.582437187,-1.606228393,-0.413480632,3.790535106,1.533575796,-0.319626358,-0.191236077,0.892362563,0.745494327,-0.001907553,-0.301513347,0.164473663,0.627702523
1049,DeKalb,Alabama,1.3136,0.189,0,0,1,71385,1628,2280.59,70443,15.518,14.033,0.309,0.282,0,0.893,13.9318,0.6076,0.9781,4.227,11.342,0.789,1.299,6.962,2.849,3.611,7.203,8.3145,-0.099025468,0.104395069,-0.441004008,-0.002589509,-0.509258766,0.527153702,0.227933235,-0.17608679,-0.419968118,0.356213948,-0.372208167,-0.508113366,-0.39531518,0.267301209,-0.209597212,-0.214236792,-0.360390076,0.184957576
1051,Elmore,Alabama,2.0604,0.0394,2,0,1,81887,1544,1885.53,76330,17.878,14.567,2.601,0.004,0.097,0.609,14.5028,0.2227,3.1521,2.716,15.187,0.926,1.968,8.031,3.503,3.422,8.8196,9.058,0.436999371,0.219708751,0.421849923,-0.297022714,0.036479585,0.091899818,0.346679484,-0.355425141,0.370794774,-0.460212739,0.883549938,-0.222506862,0.600588184,0.73159589,0.35635711,-0.372845148,0.321131788,0.513645412
1053,Escambia,Alabama,2.9818,0.0029,3,0,1,36748,943,2566.13,34533,18.837,12.414,4.784,0.947,0,0.692,12.2781,0.1361,6.4228,4.985,13.885,0.892,1.448,8.438,3.967,4.092,9.2636,9.5735,0.654816244,-0.245217009,1.243669352,0.701720136,-0.509258766,0.219104298,-0.11597337,-0.395775105,1.560467355,0.765778097,0.458323136,-0.293387308,-0.173507106,0.908366643,0.757890451,0.189417278,0.50831211,0.741538592
1055,Etowah,Alabama,1.8157,0.0694,1,0,1,102501,1857,1811.69,102146,19.556,15.899,2.742,0.206,0.065,0.645,15.7314,0.3671,3.4578,4.201,15.464,1.179,2.292,8.635,3.556,3.843,9.2985,10.2579,0.818122117,0.507345124,0.474931251,-0.08308204,-0.14355781,0.147072845,0.602181483,-0.288144138,0.481988986,0.342165574,0.974016777,0.304927046,1.082909096,0.993928899,0.402221909,-0.019542937,0.523025157,1.044099393
1057,Fayette,Alabama,1.7059,0.088,1,0,1,16433,163,991.91,16385,25.676,21.758,3.357,0,0,0.561,21.7577,0.3967,3.5215,6.75,19.159,1.507,2.563,12.005,4.974,4.626,13.3049,12.3711,2.208152632,1.772556469,0.706456193,-0.301259163,-0.509258766,0.018335781,1.855422321,-0.274352465,0.505158993,1.719446597,2.180785618,0.98871488,1.486331834,2.457608107,1.629321647,0.637548824,2.212032454,1.978306703
1059,Franklin,Alabama,2.2827,0.0224,2,0,1,31363,1162,3705,31319,15.537,14.576,0.236,0.354,0.01,0.361,14.5662,0.4247,0.546,3.184,12.449,0.632,1.37,6.98,2.839,3.685,7.6439,7.893,-0.094710013,0.22165224,-0.468485831,0.073666573,-0.452997081,-0.288181039,0.359864269,-0.261306287,-0.577138608,-0.207341998,-0.010667407,-0.83541425,-0.2896214,0.27511908,-0.218250948,-0.152136166,-0.174516644,-0.001379913
1061,Geneva,Alabama,2.1303,0.0331,2,0,1,26314,210,798.05,26169,21.461,18.503,1.88,0.344,0.038,0.695,18.0901,0.6917,2.6787,6.03,15.413,1.544,1.991,8.93,5.105,3.802,11.6321,9.8284,1.250803184,1.069661277,0.150419869,0.06307545,-0.295464361,0.22370205,1.092701232,-0.136901664,0.198601972,1.330414688,0.957360427,1.065849483,0.634827014,1.12205512,1.742685587,-0.05395004,1.506817946,0.854225249
1063,Greene,Alabama,3.7496,0.0002,3,0,1,8233,239,2902.95,8371,25.134,4.169,20.702,0.263,0,0,4.1692,0.0358,20.9294,9.228,15.988,0.872,2.007,11.6,5.782,4.874,12.6269,12.5075,2.085048622,-2.025668884,7.236212492,-0.022712642,-0.509258766,-0.8414439,-1.802315675,-0.442508377,6.837045537,3.058364752,1.145152601,-0.335081688,0.658645331,2.281706006,2.328543501,0.845669841,1.926203044,2.038606664
1065,Hale,Alabama,4.3724,0,3,0,1,14726,446,3028.66,14649,21.08,8.123,12.875,0,0.082,0,8.1234,0,12.9565,5.978,15.03,1.017,2.526,8.854,3.912,4.594,10.028,11.0519,1.164266971,-1.17182938,4.28963408,-0.301259163,-0.047912944,-0.8414439,-0.979992704,-0.459188847,3.937011746,1.302317939,0.832274509,-0.032797433,1.431251976,1.089046331,0.710294904,0.610694499,0.830565798,1.395112361
1067,Henry,Alabama,2.5686,0.0102,2,0,1,17209,233,1353.94,16821,18.697,12.627,5.85,0,0,0.22,12.5379,0.1902,5.9687,4.427,14.338,0.696,1.635,8.721,3.555,3.971,9.1671,9.5298,0.623018161,-0.199221102,1.644979252,-0.301259163,-0.509258766,-0.504275397,-0.061944866,-0.370568025,1.395294664,0.464278368,0.60627071,-0.701992233,0.104869469,1.03128095,0.401356536,0.087874362,0.4676299,0.722219617
1069,Houston,Alabama,2.3755,0.0175,2,0,1,104722,1242,1186,103510,17.762,12.493,4.726,0.077,0.06,0.405,12.2481,0.3362,5.1773,4.18,13.634,0.869,2.319,7.53,3.252,3.776,8.1924,9.5691,0.410652388,-0.228157494,1.221834479,-0.21970752,-0.171688652,-0.220747339,-0.122212227,-0.302541527,1.107433693,0.33081881,0.37634777,-0.341335845,1.123102505,0.513998476,0.139148341,-0.075769179,0.056718505,0.739593432
1071,Jackson,Alabama,1.1845,0.2362,0,0,1,51736,749,1447.73,51593,18.824,17.099,0.707,0.353,0.002,0.663,17.0004,0.1124,1.7115,5.027,13.816,0.783,1.57,8.645,3.718,4.094,9.6583,9.166,0.651863565,0.766476992,-0.291171607,0.072607461,-0.498006429,0.174659359,0.866085142,-0.406817762,-0.153203856,0.788471625,0.435788075,-0.52062168,0.008107558,0.998272161,0.54241243,0.191095673,0.67470867,0.561390249
1073,Jefferson,Alabama,1.6693,0.0951,1,0,1,659300,11194,1697.86,652744,15.529,7.622,7.448,0.059,0.083,0.317,7.5,0.2537,7.775,3.843,11.799,1.132,1.733,6.811,2.573,3.24,7.0679,8.4609,-0.096527047,-1.280016935,2.246567639,-0.23877154,-0.042286775,-0.35561474,-1.109636156,-0.340981158,2.052311689,0.148730263,-0.222954212,0.206945253,0.250756659,0.201717957,-0.448440321,-0.52557912,-0.417345169,0.249678355
1075,Lamar,Alabama,1.4664,0.1425,0,0,1,13844,191,1379.66,13767,24.435,20.135,3.487,0,0,0.814,19.5831,0.552,4.3001,7.267,17.116,2.259,2.535,9.029,4.467,6.116,11.5058,12.9295,1.926285333,1.422080617,0.755396425,-0.301259163,-0.509258766,0.406079559,1.403188359,-0.201992772,0.788364139,1.998793121,1.513551858,2.556423572,1.44464978,1.165053412,1.190577242,1.887953323,1.453572733,2.225165193
1077,Lauderdale,Alabama,0.9193,0.3579,0,0,1,92387,1014,1097.56,91710,14.724,12.592,1.504,0.31,0.002,0.316,12.3563,0.2704,2.0968,3.097,11.777,0.833,1.528,5.423,2.798,4.101,7.1813,7.5423,-0.279366028,-0.206779115,0.00886966,0.027065634,-0.498006429,-0.357147324,-0.099710749,-0.333200045,-0.013056228,-0.254350021,-0.230139304,-0.41638573,-0.054415523,-0.401126774,-0.253731265,0.196970057,-0.369538303,-0.156418008
1079,Lawrence,Alabama,2.0796,0.0376,2,0,1,32957,295,895.11,32920,20.504,15.984,2.722,1.039,0.015,0.744,15.9143,0.0699,4.52,5.365,15.177,1.03,2.309,8.955,4.55,3.499,9.7874,10.7169,1.033440569,0.525700298,0.467401985,0.799158463,-0.424866238,0.298798671,0.640217715,-0.426619996,0.86834977,0.971100494,0.880283987,-0.005696086,1.108216057,1.132913275,1.262403249,-0.308226929,0.7291343,1.24701495
1081,Lee,Alabama,2.5037,0.0123,2,0,1,163941,2430,1482.24,157838,13.155,9.291,3.339,0.053,0.148,0.325,9.0206,0.3193,3.8153,2.978,10.417,0.685,1.848,5.885,2.366,2.299,6.4306,6.7246,-0.635731694,-0.919607695,0.699679854,-0.245126214,0.323414182,-0.343354067,-0.793409281,-0.310415827,0.612024742,-0.31864835,-0.674308621,-0.724924142,0.421950809,-0.200468081,-0.627572652,-1.315264109,-0.686016383,-0.517908316
1083,Limestone,Alabama,0.4769,0.6334,0,0,1,96174,1146,1191.59,90107,16.303,13.68,2.053,0.223,0.089,0.257,13.4385,0.3707,2.4937,3.433,12.888,1.112,1.982,7.057,2.857,3.274,7.3235,8.9793,0.07927093,0.028167112,0.215548023,-0.065077132,-0.008529764,-0.447569786,0.125345627,-0.286466773,0.131310741,-0.072801796,0.132707836,0.165250873,0.621429211,0.308562196,-0.202674224,-0.4970464,-0.309590011,0.478853573
1085,Lowndes,Alabama,5.9951,0,3,0,1,9974,546,5474.23,10139,25.012,4.843,19.913,0,0,0.256,4.8427,0,20.1696,7.961,17.15,1.706,2.426,12.191,3.935,4.714,11.4114,13.6009,2.057338863,-1.880123152,6.939182932,-0.301259163,-0.509258766,-0.44910237,-1.662253331,-0.459188847,6.560678635,2.373776656,1.524656091,1.403573962,1.282387497,2.538392776,0.730198497,0.711398217,1.413775836,2.52197893
1087,Macon,Alabama,3.4397,0.0006,3,0,1,18439,300,1626.99,18828,17.277,3.76,13.289,0.053,0,0.175,3.6435,0.2124,13.4215,4.948,14.562,0.467,1.503,7.446,4.137,3.723,8.0571,9.2203,0.300494741,-2.113989663,4.445489895,-0.245126214,-0.509258766,-0.573241682,-1.911641249,-0.36022427,4.106149163,0.74578618,0.679428009,-1.179392886,-0.091631643,0.477515077,0.90500396,-0.120246655,-0.000320903,0.585395292
1089,Madison,Alabama,1.2006,0.2299,0,0,1,366519,4720,1287.79,352428,13.064,9.352,2.956,0.117,0.222,0.416,9.1721,0.2837,3.6084,2.569,10.622,1.035,1.533,5.129,2.313,2.997,6.0682,6.996,-0.656400448,-0.906435158,0.555494402,-0.17734303,0.739750655,-0.203888914,-0.761903052,-0.327003111,0.536767685,-0.539640087,-0.607356628,0.00472751,-0.046972299,-0.528818669,-0.673437452,-0.729504149,-0.838795996,-0.397927309
1091,Marengo,Alabama,6.112,0,3,0,1,19066,504,2643.45,19318,24.956,11.378,13.474,0,0,0.104,11.3055,0.0725,13.578,7.195,17.85,1.9,3.142,10.198,4.907,4.809,12.1907,12.7653,2.04461963,-0.468934188,4.51513561,-0.301259163,-0.509258766,-0.682055153,-0.31823712,-0.425408565,4.163073907,1.95988993,1.753272651,1.808009449,2.348257166,1.67278071,1.571341618,0.791121994,1.742311026,2.152575358
1093,Marion,Alabama,2.5698,0.0102,2,0,1,29763,523,1757.22,29498,25.937,23.72,1.064,0.142,0.064,0.946,23.4524,0.5119,1.973,6.243,19.738,1.4,2.576,11.008,5.316,5.512,13.1839,12.7534,2.267433345,2.196237073,-0.156774201,-0.150865224,-0.149183978,0.60838066,2.207855364,-0.220676762,-0.058086792,1.445503294,2.369884173,0.765649947,1.505684216,2.024584911,1.925279412,1.381077942,2.161021601,2.147314584
1095,Marshall,Alabama,2.218,0.0266,2,0,1,96109,2823,2937.29,94296,15.482,14.818,0.188,0.083,0.012,0.382,14.5171,0.3712,0.5939,3.604,11.947,0.703,1.615,6.559,3.123,3.478,7.1477,8.3344,-0.107202118,0.2739105,-0.48655607,-0.213352846,-0.441744744,-0.255996773,0.349653339,-0.286233805,-0.559715635,0.019593282,-0.17461814,-0.6873992,0.075096574,0.092267761,0.027515149,-0.325850079,-0.3837033,0.193755004
1097,Mobile,Alabama,1.8237,0.0682,1,0,1,413757,8084,1953.8,408043,14.032,8.805,4.634,0.144,0.077,0.372,8.629,0.2615,5.1416,3.339,10.756,0.871,1.498,5.845,2.701,3.088,6.5959,7.4362,-0.436539413,-1.024556102,1.187199854,-0.148746999,-0.076043787,-0.271322614,-0.874847164,-0.337346866,1.094448304,-0.123592073,-0.563592887,-0.337166407,-0.099074867,-0.217841128,-0.337672502,-0.653137163,-0.616329655,-0.20332289
1099,Monroe,Alabama,4.2991,0,3,0,1,21067,384,1822.76,21279,13.76,7.115,5.606,0.305,0,0.733,7.0304,0.1128,6.6169,4.264,9.531,1.01,1.001,6.278,2.03,3.44,6.9411,6.8189,-0.498318547,-1.389500149,1.553122202,0.021770073,-0.509258766,0.281940246,-1.207295068,-0.406631388,1.631068586,0.376205866,-0.963671867,-0.047390466,-0.838931327,-0.029777894,-0.918338175,-0.35773959,-0.470801171,-0.47622
1101,Montgomery,Alabama,4.8787,0,3,0,1,225763,6047,2678.47,221976,16.18,6.037,9.724,0.021,0.108,0.289,5.9241,0.1766,10.079,4.047,12.297,1.354,1.942,7.044,2.581,3.228,7.3985,8.7811,0.051334042,-1.622286943,3.103398157,-0.279017806,0.098367439,-0.398527095,-1.437363325,-0.37690474,2.89036031,0.258955971,-0.06030986,0.669752872,0.56188342,0.302915955,-0.441517332,-0.535649492,-0.277971713,0.391232955
1103,Morgan,Alabama,1.4598,0.1443,0,0,1,119089,2129,1787.74,117351,16.776,14.025,1.908,0.075,0.054,0.714,13.7468,0.6135,2.4158,3.652,13.163,1.251,1.967,6.343,3.259,3.939,7.9462,8.8299,0.186703027,0.102667524,0.160960842,-0.221825744,-0.205445664,0.252821148,0.189460283,-0.173337774,0.102975677,0.045528743,0.222521484,0.455026815,0.599099539,-0.001546693,0.145205956,0.061020038,-0.047073826,0.412806548
1105,Perry,Alabama,4.3955,0,3,0,1,9140,417,4562.36,9327,25.185,4.825,20.328,0,0,0.032,4.6532,0.1715,20.3602,14.675,12.273,0.879,4.374,9.971,4.6,5.361,11.9117,13.2733,2.09663221,-1.88401013,7.09541521,-0.301259163,-0.509258766,-0.792401208,-1.701662112,-0.379281008,6.630006789,6.001499211,-0.068148142,-0.320488655,4.182267547,1.574188668,1.305671928,1.254359097,1.624690959,2.377152924
1107,Pickens,Alabama,3.3413,0.0008,3,0,1,19938,355,1780.52,18877,24.506,12.433,11.575,0,0,0.498,12.2689,0.6198,11.6173,7.868,16.658,1.616,3.025,9,5.064,5.801,12.1682,12.3378,1.942411504,-0.241114088,3.800231763,-0.301259163,-0.509258766,-0.078217017,-0.117886619,-0.170402384,3.449895985,2.323526701,1.363971309,1.215949252,2.174085726,1.152457953,1.70720527,1.623606063,1.732825537,1.963585378
1109,Pike,Alabama,3.4432,0.0006,3,0,1,33338,640,1919.73,33214,17.101,9.186,7.286,0.039,0.018,0.572,9.0113,0.1867,7.9033,4.612,13.242,1.159,2.589,7.346,2.372,3.619,7.9244,9.1769,0.260520007,-0.942281734,2.185580581,-0.259953785,-0.407987732,0.035194206,-0.795343327,-0.372198798,2.098979067,0.564237955,0.248322496,0.263232666,1.525036598,0.43408246,-0.622380411,-0.20752321,-0.056264211,0.566208941
1111,Randolph,Alabama,2.1551,0.0312,2,0,1,22725,384,1689.77,22324,14.303,12.35,1.787,0.085,0,0.081,12.1528,0.2061,1.9441,2.505,11.897,0.744,1.053,5.581,2.809,4.103,6.3833,7.9197,-0.374987408,-0.259037375,0.11540878,-0.211234622,-0.509258766,-0.717304588,-0.142030997,-0.36315966,-0.068598774,-0.574220702,-0.190947894,-0.601925721,-0.761521798,-0.332503238,-0.244212156,0.198648452,-0.705956989,0.010423672
1113,Russell,Alabama,5.4694,0,3,0,1,57781,1161,2009.31,56501,18.828,10.216,7.612,0.039,0.073,0.888,9.9768,0.331,8.5202,5.503,13.422,1.244,2.064,8.826,3.083,3.596,9.1821,9.6458,0.652772082,-0.719860214,2.308307623,-0.259953785,-0.098548461,0.519490782,-0.594556106,-0.304964389,2.32336804,1.045664943,0.307109612,0.440433782,0.743498084,1.076885198,-0.007099794,-0.226824756,0.47395356,0.773501108
